Date,Time,Latitude,Longitude,Point_num,Chla,PO4,NO3,SST,SSW
19930126,26,-40.25,2.75,1,0.200855136,51.8108958,278.5308208,14.38936901,8.396589279
19930127,27,-40.25,2.75,1,0.203749642,50.97787142,271.7684622,14.51812267,8.237721443
19930128,28,-40.25,2.75,1,0.200889662,50.14960349,264.594574,14.51014233,9.382711411
19930129,29,-40.25,2.75,1,0.200143382,49.97114599,262.5220852,14.39745998,7.629885674
19930130,30,-40.25,2.75,1,0.199127853,49.72157955,259.755229,14.37814713,6.90190649
19930131,31,-40.25,2.75,1,0.196902126,49.30288166,255.5493793,14.41414547,9.894012451
19930201,32,-40.25,2.75,1,0.195665985,49.08465683,252.9886427,14.38158131,13.15500069
19930202,33,-40.25,2.75,1,0.19531934,49.07496274,251.5064564,14.24879074,9.671696663
19930203,34,-40.25,2.75,1,0.19416745,48.92580837,249.1537018,14.19436169,8.788969994
19930204,35,-40.25,2.75,1,0.19361341,48.82215172,247.8443608,14.22693634,10.25158405
19930205,36,-40.25,2.75,1,0.192984045,48.82067949,247.2139401,14.21464062,9.364126205
19930206,37,-40.25,2.75,1,0.193318471,48.96389395,247.8225427,14.08870792,10.92860031
19930207,38,-40.25,2.75,1,0.193681762,48.97271037,247.7840505,13.97802448,13.34428692
19930208,39,-40.25,2.75,1,0.190453261,48.81917894,246.6192031,13.97775269,11.75952148
19930209,40,-40.25,2.75,1,0.182365611,48.61248285,245.0488424,13.94213581,11.03806591
19930210,41,-40.25,2.75,1,0.184945062,48.41997683,244.0177126,13.85441208,6.228837967
19930211,42,-40.25,2.75,1,0.191250384,48.24818969,243.3212609,13.939641,3.204449177
19930212,43,-40.25,2.75,1,0.193382159,48.03437024,242.3270121,14.04737473,3.238075972
19930213,44,-40.25,2.75,1,0.19339782,48.18933427,243.6172843,14.02451038,5.059766769
19930214,45,-40.25,2.75,1,0.194935739,48.67707998,246.8296833,13.9010973,6.512970924
19930215,46,-40.25,2.75,1,0.196833149,49.23042506,250.5612392,13.85129452,6.21197176
19930216,47,-40.25,2.75,1,0.197119787,49.85551327,254.8475027,13.88312149,5.38881588
19930217,48,-40.25,2.75,1,0.195655093,50.18453509,256.9609079,14.0020647,11.40398216
19930218,49,-40.25,2.75,1,0.196168602,49.92922693,254.9607029,14.07641888,11.40398216
19930219,50,-40.25,2.75,1,0.197525874,49.71391827,253.1856565,14.05849457,9.110794067
19930220,51,-40.25,2.75,1,0.197092772,49.66242403,252.4279041,14.02793598,9.411185265
19930221,52,-40.25,2.75,1,0.195301324,49.72096235,252.2970839,14.14921093,9.587435722
19930222,53,-40.25,2.75,1,0.196197793,49.74046379,251.9549408,14.37579441,8.852228165
19930223,54,-40.25,2.75,1,0.195224479,49.97385263,252.976965,14.38655853,7.358836174
19930224,55,-40.25,2.75,1,0.194720179,50.51201671,256.1644859,14.38628292,7.182807446
19930225,56,-40.25,2.75,1,0.199565142,50.8715421,258.4375954,14.39160156,5.414779663
19930226,57,-40.25,2.75,1,0.202423871,51.20529771,260.6440973,14.29145527,6.473193645
19930227,58,-40.25,2.75,1,0.203916997,51.85099721,264.8956823,14.23632336,9.346726418
19930228,59,-40.25,2.75,1,0.205796018,52.52041668,269.3475332,14.10805798,8.161597252
19930301,60,-40.25,2.75,1,0.206575811,53.07856351,272.9828587,13.98031902,7.346545219
19930302,61,-40.25,2.75,1,0.206645057,53.55330825,276.1300249,13.90794277,9.837963104
19930303,62,-40.25,2.75,1,0.208175659,53.82837266,278.0272884,13.94109058,9.521989822
19930304,63,-40.25,2.75,1,0.207197309,53.89209211,278.4103184,13.97478008,8.958982468
19930305,64,-40.25,2.75,1,0.20582138,54.00268525,279.0675535,14.00614929,5.011601448
19930306,65,-40.25,2.75,1,0.204943642,54.20531005,280.3352833,14.03625011,6.347435474
19930307,66,-40.25,2.75,1,0.207757354,54.26023573,280.5423489,14.00521946,7.262128353
19930308,67,-40.25,2.75,1,0.210373759,54.28922743,280.5671825,13.91952038,6.3600564
19930309,68,-40.25,2.75,1,0.211237073,54.28867817,280.3592005,13.96659565,4.916944981
19930310,69,-40.25,2.75,1,0.203887582,54.249143,279.687479,13.86515427,3.646157503
19930311,70,-40.25,2.75,1,0.200378597,54.30111289,279.777235,13.67290878,11.94970322
19930312,71,-40.25,2.75,1,0.20698981,54.27315742,279.7257938,13.63091755,5.114477634
19930313,72,-40.25,2.75,1,0.209128708,54.14389521,278.7107468,13.70237446,6.689731598
19930314,73,-40.25,2.75,1,0.209403992,53.98085654,277.3222189,13.9537096,5.330220699
19930315,74,-40.25,2.75,1,0.208474711,53.8293466,275.9738684,14.11065197,5.759613037
19930316,75,-40.25,2.75,1,0.205458999,53.69518071,274.7282228,14.16088009,8.495599747
19930317,76,-40.25,2.75,1,0.205740914,53.50643456,273.1488895,14.19688892,6.399755001
19930318,77,-40.25,2.75,1,0.204160273,53.3137247,271.4985733,14.16303253,7.948224545
19930319,78,-40.25,2.75,1,0.202827364,53.14038604,270.1027136,14.03735733,8.210957527
19930320,79,-40.25,2.75,1,0.204854935,52.88115382,268.3627005,14.04266834,2.677822351
19930321,80,-40.25,2.75,1,0.205245972,52.60678023,266.4206181,14.08269501,4.02829504
19930322,81,-40.25,2.75,1,0.203290537,52.39054292,264.7893114,14.11537457,4.80338192
19930323,82,-40.25,2.75,1,0.201846361,52.21287251,263.5058537,14.3335619,4.504362106
19930324,83,-40.25,2.75,1,0.202512428,51.95802301,261.7449093,14.47072887,4.700722694
19930325,84,-40.25,2.75,1,0.201985091,51.74799174,260.2752285,14.41528034,7.808365822
19930326,85,-40.25,2.75,1,0.20094192,51.62977129,259.4476757,14.26410389,8.198662758
19930327,86,-40.25,2.75,1,0.200572863,51.4869985,258.4588814,14.24995041,5.574872971
19930328,87,-40.25,2.75,1,0.198170334,51.35093004,257.593132,14.22113037,7.04356575
19930329,88,-40.25,2.75,1,0.19902809,51.4966473,259.0912237,14.02345943,13.45074654
19930330,89,-40.25,2.75,1,0.194647536,51.77495062,261.6435347,13.77488804,12.88004875
19930331,90,-40.25,2.75,1,0.193512157,51.96818709,263.4572506,13.68676281,12.43158245
19930401,91,-40.25,2.75,1,0.199116588,52.03477174,264.3432217,13.57323456,11.27702808
19930402,92,-40.25,2.75,1,0.202635989,52.06584722,264.9660444,13.57767963,7.196508884
19930403,93,-40.25,2.75,1,0.204126805,51.99780166,264.6011372,13.62820053,4.597086906
19930404,94,-40.25,2.75,1,0.203951806,51.82030678,263.2233114,13.69057846,3.271031141
19930405,95,-40.25,2.75,1,0.197278202,51.82518214,263.2679825,13.63047028,13.30714512
19930406,96,-40.25,2.75,1,0.195467472,51.94460869,264.3023052,13.5612402,8.569601059
19930407,97,-40.25,2.75,1,0.196986631,51.96828902,264.5438719,13.48292065,8.17825222
19930408,98,-40.25,2.75,1,0.197266921,51.98702604,264.7093706,13.37875843,7.788180351
19930409,99,-40.25,2.75,1,0.198258951,52.07888216,265.5279951,13.26037884,8.51379776
19930410,100,-40.25,2.75,1,0.199052677,52.0383504,265.1968498,13.13139439,7.64285326
19930411,101,-40.25,2.75,1,0.19436878,51.82015389,263.2537031,12.98370838,6.369473457
19930412,102,-40.25,2.75,1,0.186598897,51.80850625,263.0194979,12.88367939,7.748529911
19930413,103,-40.25,2.75,1,0.193069965,52.0294717,265.0179291,12.89352036,10.43414021
19930414,104,-40.25,2.75,1,0.198277205,52.45685577,268.77423,12.77685833,12.39487743
19930415,105,-40.25,2.75,1,0.199767709,53.17315459,274.9141502,12.70921612,10.65548229
19930416,106,-40.25,2.75,1,0.202214137,53.86699051,280.9121342,12.65304279,7.921516418
19930417,107,-40.25,2.75,1,0.203533724,54.21875834,283.9992857,12.62552547,10.46264172
19930418,108,-40.25,2.75,1,0.195703685,54.54777449,286.7943163,12.61142445,8.178091049
19930419,109,-40.25,2.75,1,0.184557915,54.89483118,289.8889179,12.51245785,6.925274372
19930420,110,-40.25,2.75,1,0.192006916,55.11316359,291.8664474,12.53055096,7.719970703
19930421,111,-40.25,2.75,1,0.201585621,55.17430663,292.624732,12.54610443,6.591227531
19930422,112,-40.25,2.75,1,0.204304382,55.49438745,295.4936724,12.56073284,7.981002331
19930423,113,-40.25,2.75,1,0.208514065,56.19724929,301.5183229,12.5558157,9.138493538
19930424,114,-40.25,2.75,1,0.213874489,56.69545352,305.9017925,12.51361465,8.977878571
19930425,115,-40.25,2.75,1,0.21676366,57.21362352,310.5198517,12.47068882,11.69693184
19930426,116,-40.25,2.75,1,0.219743654,57.86569893,317.0008507,12.39051437,10.20375443
19930427,117,-40.25,2.75,1,0.222795963,58.06852192,319.1098509,12.32629013,9.206853867
19930428,118,-40.25,2.75,1,0.225367442,58.33150834,321.5517702,12.27296066,8.742697716
19930429,119,-40.25,2.75,1,0.226729184,58.75627071,325.4312344,12.25459576,5.661499023
19930430,120,-40.25,2.75,1,0.228384256,58.91470015,326.9871826,12.24560833,5.191723824
19930501,121,-40.25,2.75,1,0.225802809,58.99668664,327.7816534,12.20213318,5.148112774
19930502,122,-40.25,2.75,1,0.218844548,59.0603891,328.2515717,12.17572689,6.343432903
19930503,123,-40.25,2.75,1,0.210938469,59.19508159,329.4033813,12.20428467,8.188028336
19930504,124,-40.25,2.75,1,0.20871377,59.36812013,331.1252422,12.17245865,10.60234547
19930505,125,-40.25,2.75,1,0.209424764,59.73434985,335.1962509,12.06184673,10.60234547
19930506,126,-40.25,2.75,1,0.215497002,60.12925416,339.4131575,12.02017975,7.245417595
19930507,127,-40.25,2.75,1,0.221037537,60.0740397,339.3246727,12.01132584,5.973461151
19930508,128,-40.25,2.75,1,0.2226789,60.00058651,338.9747839,12.00506687,5.078891277
19930509,129,-40.25,2.75,1,0.224562913,59.89635795,338.3186722,12.01283646,5.147859573
19930510,130,-40.25,2.75,1,0.217864141,59.12575066,331.3716574,12.0388031,7.390392303
19930511,131,-40.25,2.75,1,0.221669048,59.00178283,330.6467505,12.05260468,9.685430527
19930512,132,-40.25,2.75,1,0.228402272,59.56349134,336.7752295,11.98939514,9.572535515
19930513,133,-40.25,2.75,1,0.234367609,60.40917695,345.6449327,11.90981007,10.59933662
19930514,134,-40.25,2.75,1,0.231188998,61.46062434,356.5422173,11.87007999,14.42638969
19930515,135,-40.25,2.75,1,0.223897085,62.01844841,362.7958994,11.84687805,10.60590744
19930516,136,-40.25,2.75,1,0.236406431,62.18031496,365.2535467,11.85012722,10.65445995
19930517,137,-40.25,2.75,1,0.24933742,62.44697064,368.5360565,11.82317638,8.962776184
19930518,138,-40.25,2.75,1,0.256462842,62.40192026,368.543211,11.81018066,9.036790848
19930519,139,-40.25,2.75,1,0.25240773,61.66842461,361.5848732,11.79842091,7.454102516
19930520,140,-40.25,2.75,1,0.250643432,61.16913885,356.7989798,11.74059391,4.973710537
19930521,141,-40.25,2.75,1,0.252394676,61.2811023,358.1031027,11.64090633,10.24556637
19930522,142,-40.25,2.75,1,0.246491089,61.26978308,358.1857929,11.51576519,11.41767597
19930523,143,-40.25,2.75,1,0.242499575,61.06848329,356.4846563,11.41106892,10.66032887
19930524,144,-40.25,2.75,1,0.240884393,60.78209966,353.8827372,11.33587646,10.292943
19930525,145,-40.25,2.75,1,0.236873969,60.77190161,353.9162331,11.23911953,9.526298523
19930526,146,-40.25,2.75,1,0.237742856,60.95104992,355.9290028,11.18595886,13.46986294
19930527,147,-40.25,2.75,1,0.241938516,60.96122533,356.2337179,11.20904255,10.76454163
19930528,148,-40.25,2.75,1,0.24472408,60.9598437,356.3816853,11.27016544,7.546677113
19930529,149,-40.25,2.75,1,0.241967484,60.50219387,352.0487995,11.34460926,6.677908897
19930530,150,-40.25,2.75,1,0.237567827,59.57657158,343.1284533,11.46174622,7.183356285
19930531,151,-40.25,2.75,1,0.227824986,58.96768928,337.2985992,11.55612946,7.405186176
19930601,152,-40.25,2.75,1,0.227844015,58.4492135,332.4344206,11.64626026,8.247227669
19930602,153,-40.25,2.75,1,0.22544758,57.46198952,322.9986277,11.67016888,6.288130283
19930603,154,-40.25,2.75,1,0.216583669,56.581361,314.5403061,11.65269375,5.925106049
19930604,155,-40.25,2.75,1,0.207179233,56.10601604,309.9890614,11.63377094,7.413721085
19930605,156,-40.25,2.75,1,0.196479008,55.40365249,303.3216915,11.62168884,9.399999619
19930606,157,-40.25,2.75,1,0.188867435,54.19186175,291.6958046,11.63144398,10.95124817
19930607,158,-40.25,2.75,1,0.184811711,53.24970514,282.674202,11.66274929,11.55571079
19930608,159,-40.25,2.75,1,0.18481712,52.77009636,278.077754,11.66459179,5.505548954
19930609,160,-40.25,2.75,1,0.178541422,53.0509761,281.0213432,11.59830952,9.239607811
19930610,161,-40.25,2.75,1,0.182865798,53.63768429,287.9455938,11.40455627,13.48058796
19930611,162,-40.25,2.75,1,0.193191662,54.1051811,293.801198,11.32908154,11.37332821
19930612,163,-40.25,2.75,1,0.189833328,54.46456492,297.7010317,11.26449203,11.04256439
19930613,164,-40.25,2.75,1,0.185899377,54.69073981,300.2304306,11.19316864,5.020489693
19930614,165,-40.25,2.75,1,0.199036494,54.64847535,300.0042076,11.12656403,5.923254967
19930615,166,-40.25,2.75,1,0.208435103,54.63696927,300.0861883,11.03785801,8.059577942
19930616,167,-40.25,2.75,1,0.213741496,54.62802827,300.2326183,10.93944168,8.33975029
19930617,168,-40.25,2.75,1,0.218990907,54.62816983,300.5006151,10.90137959,8.22795105
19930618,169,-40.25,2.75,1,0.220663637,54.93846029,303.8184834,10.86198902,12.30305195
19930619,170,-40.25,2.75,1,0.222128704,55.43560565,308.9692841,10.80688953,12.52105618
19930620,171,-40.25,2.75,1,0.230467156,55.69336563,311.9038563,10.76370716,11.20329189
19930621,172,-40.25,2.75,1,0.234182164,55.8270672,313.5542908,10.73086166,11.53125763
19930622,173,-40.25,2.75,1,0.235708877,56.13444716,316.7686853,10.69574356,11.86474895
19930623,174,-40.25,2.75,1,0.241171345,56.21891379,317.8419437,10.66030788,11.98824501
19930624,175,-40.25,2.75,1,0.235974684,56.15311056,317.4024467,10.67021656,6.435808659
19930625,176,-40.25,2.75,1,0.239100739,56.18155867,317.9015446,10.66016006,8.566397667
19930626,177,-40.25,2.75,1,0.243637234,55.99520773,316.3299866,10.63725948,8.084323883
19930627,178,-40.25,2.75,1,0.238187417,55.86681753,315.2126484,10.62333298,8.970083237
19930628,179,-40.25,2.75,1,0.237740353,56.065422,317.2499857,10.61209965,12.03291512
19930629,180,-40.25,2.75,1,0.239082724,56.30521506,319.6758223,10.61978054,10.18753529
19930630,181,-40.25,2.75,1,0.237401798,56.53375119,321.98633,10.62913895,6.8966465
19930701,182,-40.25,2.75,1,0.237772122,56.61308199,322.8437424,10.65740871,7.863183022
19930702,183,-40.25,2.75,1,0.237332061,56.56498522,322.4915476,10.6992836,9.646645546
19930703,184,-40.25,2.75,1,0.238592237,56.53197318,322.282176,10.74277115,14.21095753
19930704,185,-40.25,2.75,1,0.238078356,56.4602527,321.7542238,10.78061676,14.82264996
19930705,186,-40.25,2.75,1,0.232306793,56.67314917,323.9480429,10.78773117,11.08040333
19930706,187,-40.25,2.75,1,0.232532233,57.00551182,327.3689413,10.77184296,11.08040333
19930707,188,-40.25,2.75,1,0.236845955,57.40879655,331.7044878,10.7317934,15.29806614
19930708,189,-40.25,2.75,1,0.23977226,57.77778953,335.9197683,10.59028912,13.67905235
19930709,190,-40.25,2.75,1,0.245986462,57.97543705,338.1461964,10.49309158,8.326184273
19930710,191,-40.25,2.75,1,0.252186149,58.15990239,340.1469631,10.43317318,7.139653206
19930711,192,-40.25,2.75,1,0.247834116,58.23396146,340.9318552,10.35130596,14.58923054
19930712,193,-40.25,2.75,1,0.242830753,58.83206815,347.5298977,10.25293827,12.35422802
19930713,194,-40.25,2.75,1,0.25222066,59.25608307,351.9198122,10.14572048,10.77750587
19930714,195,-40.25,2.75,1,0.260889292,59.32694852,352.6590872,10.04031563,3.471449375
19930715,196,-40.25,2.75,1,0.264603943,59.17055756,351.1536341,9.99169445,6.685609818
19930716,197,-40.25,2.75,1,0.261052012,59.34123486,352.9339724,9.942069054,8.244996071
19930717,198,-40.25,2.75,1,0.256543845,59.60514426,355.4882936,9.888907433,9.3805933
19930718,199,-40.25,2.75,1,0.246707469,59.67368811,356.0212717,9.86459446,10.79371929
19930719,200,-40.25,2.75,1,0.247866243,59.77317154,356.9055576,9.828983307,10.10408688
19930720,201,-40.25,2.75,1,0.25449121,59.80411679,357.1454687,9.82644558,7.350353718
19930721,202,-40.25,2.75,1,0.255168587,59.75510269,356.5114708,9.889300346,7.619344711
19930722,203,-40.25,2.75,1,0.250513464,59.69428807,355.7098751,9.908993721,7.207087517
19930723,204,-40.25,2.75,1,0.241788641,59.68338788,355.3956995,9.933508873,8.653753281
19930724,205,-40.25,2.75,1,0.237414941,59.78189737,356.1926832,9.922883034,7.592556
19930725,206,-40.25,2.75,1,0.234062672,60.10207444,359.3014164,9.871026993,11.00079441
19930726,207,-40.25,2.75,1,0.241157591,60.51716536,363.608079,9.801758766,12.40317535
19930727,208,-40.25,2.75,1,0.249179453,60.79833388,366.6149054,9.765820503,7.41075182
19930728,209,-40.25,2.75,1,0.255144805,60.94912469,368.3032703,9.761206627,4.759831429
19930729,210,-40.25,2.75,1,0.253505796,60.9998998,368.8209639,9.777259827,4.690768719
19930730,211,-40.25,2.75,1,0.252795339,60.94676346,368.179841,9.816092491,9.095083237
19930731,212,-40.25,2.75,1,0.251177281,61.07886255,369.7079105,9.809135437,11.63897038
19930801,213,-40.25,2.75,1,0.24833782,61.46672845,374.2443142,9.780528069,14.04640293
19930802,214,-40.25,2.75,1,0.254395068,61.95043117,379.6700592,9.757338524,15.07455635
19930803,215,-40.25,2.75,1,0.261457741,62.70554036,388.2125492,9.733968735,13.57472801
19930804,216,-40.25,2.75,1,0.259038895,62.8917554,390.2068415,9.739086151,11.60110855
19930805,217,-40.25,2.75,1,0.253501266,62.8474015,389.5091925,9.780045509,8.723439217
19930806,218,-40.25,2.75,1,0.263141721,63.05391073,391.938961,9.854830742,7.130286694
19930807,219,-40.25,2.75,1,0.25923419,63.18680823,393.4454784,9.874131203,7.080367088
19930808,220,-40.25,2.75,1,0.246824756,62.99707115,391.0741282,9.926929474,8.499315262
19930809,221,-40.25,2.75,1,0.253083229,63.19007546,393.3016796,9.959468842,7.717931271
19930810,222,-40.25,2.75,1,0.261510402,63.66094142,398.8927164,10.04255772,8.556992531
19930811,223,-40.25,2.75,1,0.258927017,63.72599155,399.5958643,10.07303619,11.99529171
19930812,224,-40.25,2.75,1,0.257176727,63.64882946,398.6020441,10.11299801,11.29538727
19930813,225,-40.25,2.75,1,0.263841063,63.62659872,398.4042912,10.15753078,11.81592369
19930814,226,-40.25,2.75,1,0.273767859,63.51751745,397.372304,10.21119308,9.745672226
19930815,227,-40.25,2.75,1,0.284877509,63.34427506,395.9101324,10.28023529,5.397676468
19930816,228,-40.25,2.75,1,0.290347934,63.41581434,397.3128214,10.2844286,4.17127943
19930817,229,-40.25,2.75,1,0.287520438,63.68242472,400.4437275,10.27841663,4.795144558
19930818,230,-40.25,2.75,1,0.288495004,63.68719816,400.7473192,10.37996197,4.333126545
19930819,231,-40.25,2.75,1,0.287667632,63.85018021,402.8520031,10.35739994,6.242080688
19930820,232,-40.25,2.75,1,0.278462619,64.40268725,409.3371706,10.34780979,9.381933212
19930821,233,-40.25,2.75,1,0.271620691,64.51837093,410.7817812,10.36345196,9.777025223
19930822,234,-40.25,2.75,1,0.259830117,64.51152503,410.6251221,10.37681866,10.48772144
19930823,235,-40.25,2.75,1,0.253289402,64.27668095,407.6925306,10.44037724,9.992240906
19930824,236,-40.25,2.75,1,0.271738589,64.06952053,405.5170116,10.46598721,12.20580769
19930825,237,-40.25,2.75,1,0.284390777,64.59840953,412.3885794,10.44746208,12.08618069
19930826,238,-40.25,2.75,1,0.287059963,65.12429178,419.07623,10.36635303,11.42408943
19930827,239,-40.25,2.75,1,0.284131557,65.61592758,425.1261282,10.28614807,9.246406555
19930828,240,-40.25,2.75,1,0.28976658,65.97314268,429.8335295,10.22855282,9.344437599
19930829,241,-40.25,2.75,1,0.296770424,65.96683472,430.3363523,10.16752434,15.01200962
19930830,242,-40.25,2.75,1,0.294327736,65.91095209,429.7989397,10.09748173,11.94681263
19930831,243,-40.25,2.75,1,0.293521166,66.18305504,433.3040361,10.00218964,9.476177216
19930901,244,-40.25,2.75,1,0.279748738,66.28304243,434.4354172,9.93314743,7.996343136
19930902,245,-40.25,2.75,1,0.2736063,66.58567727,438.0148964,9.932286263,13.11909676
19930903,246,-40.25,2.75,1,0.274080604,67.18330264,445.7778158,9.933325768,13.70969009
19930904,247,-40.25,2.75,1,0.278047949,67.44173646,449.4006062,9.929963112,11.91014957
19930905,248,-40.25,2.75,1,0.272287399,67.52689958,450.5363035,9.968243599,8.794354439
19930906,249,-40.25,2.75,1,0.280719846,67.33676612,448.4103336,10.03480244,10.65056801
19930907,250,-40.25,2.75,1,0.290084124,67.01384842,444.9152298,10.10727596,10.93702412
19930908,251,-40.25,2.75,1,0.283594519,66.63713753,440.4959288,10.17753315,9.320014954
19930909,252,-40.25,2.75,1,0.285473496,66.01040721,433.0372515,10.16664791,14.53304386
19930910,253,-40.25,2.75,1,0.286934108,65.70210427,429.7111349,10.13890743,12.6498127
19930911,254,-40.25,2.75,1,0.289680958,65.4994455,427.568491,10.15167713,7.116371632
19930912,255,-40.25,2.75,1,0.2925134,65.0607875,422.6411638,10.1955843,8.787174225
19930913,256,-40.25,2.75,1,0.291769236,64.66149479,418.2620401,10.21323872,9.278031349
19930914,257,-40.25,2.75,1,0.287853956,64.3268615,414.5540466,10.25475407,9.460360527
19930915,258,-40.25,2.75,1,0.283191711,63.9124614,409.6418858,10.28842258,6.663232327
19930916,259,-40.25,2.75,1,0.277789831,63.61667812,406.1565676,10.30624294,8.593090057
19930917,260,-40.25,2.75,1,0.270852625,63.49015653,404.5843592,10.31947327,10.33755398
19930918,261,-40.25,2.75,1,0.260172218,63.41108054,403.37286,10.3245306,10.86302948
19930919,262,-40.25,2.75,1,0.258698553,63.50446552,405.0769825,10.32141113,11.24439621
19930920,263,-40.25,2.75,1,0.261913925,63.80073011,409.8098087,10.27793503,11.07399559
19930921,264,-40.25,2.75,1,0.262592107,64.00303781,412.9652529,10.32771015,9.129556656
19930922,265,-40.25,2.75,1,0.257572562,64.07882959,413.8448381,10.31553364,10.28240967
19930923,266,-40.25,2.75,1,0.251995206,64.17321116,414.6986437,10.35460758,10.71603489
19930924,267,-40.25,2.75,1,0.251369208,64.23355013,415.412878,10.38071442,6.3196311
19930925,268,-40.25,2.75,1,0.254583776,64.17357355,415.0393972,10.44936752,6.197474957
19930926,269,-40.25,2.75,1,0.254275411,64.10509199,414.3808908,10.40188122,7.035813808
19930927,270,-40.25,2.75,1,0.255515933,64.24483538,416.3851166,10.40040112,7.149175644
19930928,271,-40.25,2.75,1,0.256069362,64.3885538,418.6330376,10.49372673,6.982451439
19930929,272,-40.25,2.75,1,0.252861202,64.51530755,420.1620531,10.42138672,8.828244209
19930930,273,-40.25,2.75,1,0.25061366,64.63824481,421.3887186,10.44137096,13.08002472
19931001,274,-40.25,2.75,1,0.246644825,64.73406464,422.2853918,10.46319771,11.07784748
19931002,275,-40.25,2.75,1,0.249499291,64.77768809,422.9949846,10.42936802,8.186256409
19931003,276,-40.25,2.75,1,0.252673686,64.88670141,424.8405113,10.41233921,5.983778
19931004,277,-40.25,2.75,1,0.250583589,65.1549992,427.7897472,10.36523342,8.011100769
19931005,278,-40.25,2.75,1,0.247950226,65.52998871,431.5116653,10.32916546,9.898818016
19931006,279,-40.25,2.75,1,0.251639903,65.70825934,433.3158026,10.33663368,8.939332008
19931007,280,-40.25,2.75,1,0.251308411,65.93288839,435.366828,10.31999588,13.69794083
19931008,281,-40.25,2.75,1,0.256374955,66.40053242,440.3130465,10.26087475,7.614781857
19931009,282,-40.25,2.75,1,0.261137575,66.87015265,445.5206985,10.25083828,5.113416195
19931010,283,-40.25,2.75,1,0.261659026,67.06941962,447.5741482,10.23269176,6.026564121
19931011,284,-40.25,2.75,1,0.26192832,67.41382062,450.9847879,10.21699524,8.426529884
19931012,285,-40.25,2.75,1,0.264882147,67.77240038,454.668746,10.21068764,8.39805603
19931013,286,-40.25,2.75,1,0.267597973,68.08803052,457.8645449,10.22750568,8.661863327
19931014,287,-40.25,2.75,1,0.267389089,68.00820142,456.7679014,10.22953892,10.11885834
19931015,288,-40.25,2.75,1,0.264220268,68.24106932,458.8251944,10.16914082,13.08936787
19931016,289,-40.25,2.75,1,0.268355548,68.91466767,465.7605019,10.12057018,11.34427834
19931017,290,-40.25,2.75,1,0.273961812,69.3789199,470.6161661,10.17682362,8.255039215
19931018,291,-40.25,2.75,1,0.275027961,69.01678413,466.6976185,10.22319508,9.152412415
19931019,292,-40.25,2.75,1,0.273950219,68.6260134,462.3390417,10.2502718,10.33465958
19931020,293,-40.25,2.75,1,0.269400179,69.03882802,466.3189049,10.25480461,10.41683197
19931021,294,-40.25,2.75,1,0.274239957,69.40176785,470.3015471,10.40737915,9.423045158
19931022,295,-40.25,2.75,1,0.276921928,69.24441993,468.7968035,10.38230991,8.187197685
19931023,296,-40.25,2.75,1,0.279371291,69.9573949,476.223877,10.35873318,8.613111496
19931024,297,-40.25,2.75,1,0.278095216,70.18539876,478.4048357,10.38384628,10.59700584
